"Symbol"	"Entrez"	"Description"
"RABEP1"	"9135"	"rabaptin, RAB GTPase binding effector protein 1"
"HMGB3"	"3149"	"high mobility group box 3"
"NUP160"	"23279"	"nucleoporin 160"
"BAK1"	"578"	"BCL2 antagonist/killer 1"
"MUSK"	"4593"	"muscle associated receptor tyrosine kinase"
"IKZF2"	"22807"	"IKAROS family zinc finger 2"
"GRN"	"2896"	"granulin precursor"
"FAM13B"	"51306"	"family with sequence similarity 13 member B"
"ARHGAP31"	"57514"	"Rho GTPase activating protein 31"
"CENPQ"	"55166"	"centromere protein Q"
"SARS1"	"6301"	"seryl-tRNA synthetase 1"
"RANBP3"	"8498"	"RAN binding protein 3"
"ARID4A"	"5926"	"AT-rich interaction domain 4A"
"EIPR1"	"7260"	"EARP complex and GARP complex interacting protein 1"
"PNPLA6"	"10908"	"patatin like phospholipase domain containing 6"
"IFT88"	"8100"	"intraflagellar transport 88"
"ALG1"	"56052"	"ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase"
"ZCCHC8"	"55596"	"zinc finger CCHC-type containing 8"
"ABCF2"	"10061"	"ATP binding cassette subfamily F member 2"
"CHPF2"	"54480"	"chondroitin polymerizing factor 2"
"LRRC7"	"57554"	"leucine rich repeat containing 7"
"FUT8"	"2530"	"fucosyltransferase 8"
"UBA6"	"55236"	"ubiquitin like modifier activating enzyme 6"
"GAB2"	"9846"	"GRB2 associated binding protein 2"
"ATP6V0A1"	"535"	"ATPase H+ transporting V0 subunit a1"
"PIAS1"	"8554"	"protein inhibitor of activated STAT 1"
"SLC4A7"	"9497"	"solute carrier family 4 member 7"
"APBA2"	"321"	"amyloid beta precursor protein binding family A member 2"
"MAP2K3"	"5606"	"mitogen-activated protein kinase kinase 3"
"CLXN"	"79645"	"calaxin"
"TMSB10"	"9168"	"thymosin beta 10"
"ASTE1"	"28990"	"asteroid homolog 1"
"RNF19A"	"25897"	"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
"PEX3"	"8504"	"peroxisomal biogenesis factor 3"
"GABARAPL2"	"11345"	"GABA type A receptor associated protein like 2"
"MYOC"	"4653"	"myocilin"
"SH3YL1"	"26751"	"SH3 and SYLF domain containing 1"
"FAM136A"	"84908"	"family with sequence similarity 136 member A"
"VCL"	"7414"	"vinculin"
"DEPDC1B"	"55789"	"DEP domain containing 1B"
"DAPK2"	"23604"	"death associated protein kinase 2"
"NSMAF"	"8439"	"neutral sphingomyelinase activation associated factor"
"ADSS2"	"159"	"adenylosuccinate synthase 2"
"STAP1"	"26228"	"signal transducing adaptor family member 1"
"TIMP2"	"7077"	"TIMP metallopeptidase inhibitor 2"
"RFC1"	"5981"	"replication factor C subunit 1"
"TBC1D23"	"55773"	"TBC1 domain family member 23"
"CUL3"	"8452"	"cullin 3"
"MYOM2"	"9172"	"myomesin 2"
"OTC"	"5009"	"ornithine transcarbamylase"
"CYP46A1"	"10858"	"cytochrome P450 family 46 subfamily A member 1"
"ZZZ3"	"26009"	"zinc finger ZZ-type containing 3"
"SLC18A1"	"6570"	"solute carrier family 18 member A1"
"USP2"	"9099"	"ubiquitin specific peptidase 2"
"CASR"	"846"	"calcium sensing receptor"
"TUBG2"	"27175"	"tubulin gamma 2"
"RPL26L1"	"51121"	"ribosomal protein L26 like 1"
"FLT4"	"2324"	"fms related receptor tyrosine kinase 4"
"NSUN2"	"54888"	"NOP2/Sun RNA methyltransferase 2"
"FBXO42"	"54455"	"F-box protein 42"
"MFAP3"	"4238"	"microfibril associated protein 3"
"MRI1"	"84245"	"methylthioribose-1-phosphate isomerase 1"
"METTL1"	"4234"	"methyltransferase 1, tRNA methylguanosine"
"HOXC8"	"3224"	"homeobox C8"
"AGA"	"175"	"aspartylglucosaminidase"
"PI4K2B"	"55300"	"phosphatidylinositol 4-kinase type 2 beta"
"BOD1L1"	"259282"	"biorientation of chromosomes in cell division 1 like 1"
"MAT2B"	"27430"	"methionine adenosyltransferase 2 non-catalytic beta subunit"
"TLL1"	"7092"	"tolloid like 1"
"EDC4"	"23644"	"enhancer of mRNA decapping 4"
"TRIO"	"7204"	"trio Rho guanine nucleotide exchange factor"
"VCAN"	"1462"	"versican"
"CLEC16A"	"23274"	"C-type lectin domain containing 16A"
"MSR1"	"4481"	"macrophage scavenger receptor 1"
"CDH1"	"999"	"cadherin 1"
"MTREX"	"23517"	"Mtr4 exosome RNA helicase"
"DNAH5"	"1767"	"dynein axonemal heavy chain 5"
"ZFYVE16"	"9765"	"zinc finger FYVE-type containing 16"
"RIPOR1"	"79567"	"RHO family interacting cell polarization regulator 1"
"C6"	"729"	"complement C6"
"RAI14"	"26064"	"retinoic acid induced 14"
"SOX30"	"11063"	"SRY-box transcription factor 30"
"PNKP"	"11284"	"polynucleotide kinase 3'-phosphatase"
"BEST2"	"54831"	"bestrophin 2"
"PHLPP2"	"23035"	"PH domain and leucine rich repeat protein phosphatase 2"
"SPDL1"	"54908"	"spindle apparatus coiled-coil protein 1"
"STAU2"	"27067"	"staufen double-stranded RNA binding protein 2"
"SLC66A1"	"54896"	"solute carrier family 66 member 1"
"CTNS"	"1497"	"cystinosin, lysosomal cystine transporter"
"RTN4R"	"65078"	"reticulon 4 receptor"
"PHF23"	"79142"	"PHD finger protein 23"
"CDH10"	"1008"	"cadherin 10"
"INPP4A"	"3631"	"inositol polyphosphate-4-phosphatase type I A"
"RAB27B"	"5874"	"RAB27B, member RAS oncogene family"
"PSMA4"	"5685"	"proteasome 20S subunit alpha 4"
"MYO16"	"23026"	"myosin XVI"
"LSG1"	"55341"	"large 60S subunit nuclear export GTPase 1"
"PARP3"	"10039"	"poly(ADP-ribose) polymerase family member 3"
"TNC"	"3371"	"tenascin C"
"THAP3"	"90326"	"THAP domain containing 3"
"RIPOR3"	"140876"	"RIPOR family member 3"
"TDP1"	"55775"	"tyrosyl-DNA phosphodiesterase 1"
"AIFM2"	"84883"	"apoptosis inducing factor mitochondria associated 2"
"SPATA7"	"55812"	"spermatogenesis associated 7"
"MED17"	"9440"	"mediator complex subunit 17"
"RETSAT"	"54884"	"retinol saturase"
"CAPG"	"822"	"capping actin protein, gelsolin like"
"AP2S1"	"1175"	"adaptor related protein complex 2 subunit sigma 1"
"USH2A"	"7399"	"usherin"
"ZPBP"	"11055"	"zona pellucida binding protein"
"TG"	"7038"	"thyroglobulin"
"ADAM28"	"10863"	"ADAM metallopeptidase domain 28"
"BARX2"	"8538"	"BARX homeobox 2"
"DCUN1D1"	"54165"	"defective in cullin neddylation 1 domain containing 1"
"JADE2"	"23338"	"jade family PHD finger 2"
"ZIC2"	"7546"	"Zic family member 2"
"LCP2"	"3937"	"lymphocyte cytosolic protein 2"
"TRIT1"	"54802"	"tRNA isopentenyltransferase 1"
"ADRB1"	"153"	"adrenoceptor beta 1"
"GUCA2B"	"2981"	"guanylate cyclase activator 2B"
"CUL7"	"9820"	"cullin 7"
"CTNNA1"	"1495"	"catenin alpha 1"
"PHKA2"	"5256"	"phosphorylase kinase regulatory subunit alpha 2"
"CNTLN"	"54875"	"centlein"
"EPHA3"	"2042"	"EPH receptor A3"
"HSPA5"	"3309"	"heat shock protein family A (Hsp70) member 5"
"DSG2"	"1829"	"desmoglein 2"
"GEMIN8"	"54960"	"gem nuclear organelle associated protein 8"
"OFD1"	"8481"	"OFD1 centriole and centriolar satellite protein"
"GPM6B"	"2824"	"glycoprotein M6B"
"MAGEC2"	"51438"	"MAGE family member C2"
"PREX2"	"80243"	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
"WDR37"	"22884"	"WD repeat domain 37"
"YTHDC2"	"64848"	"YTH N6-methyladenosine RNA binding protein C2"
"CTPS2"	"56474"	"CTP synthase 2"
"ATP6V1H"	"51606"	"ATPase H+ transporting V1 subunit H"
"POLR2B"	"5431"	"RNA polymerase II subunit B"
"ATOSA"	"56204"	"atos homolog A"
"ARAP2"	"116984"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"TPR"	"7175"	"translocated promoter region, nuclear basket protein"
"CP"	"1356"	"ceruloplasmin"
"KATNIP"	"23247"	"katanin interacting protein"
"DTNBP1"	"84062"	"dystrobrevin binding protein 1"
"XK"	"7504"	"X-linked Kx blood group antigen, Kell and VPS13A binding protein"
"ANO2"	"57101"	"anoctamin 2"
"C12orf4"	"57102"	"chromosome 12 open reading frame 4"
"SCML1"	"6322"	"Scm polycomb group protein like 1"
"WWC3"	"55841"	"WWC family member 3"
"ARHGAP6"	"395"	"Rho GTPase activating protein 6"
"FAM184B"	"27146"	"family with sequence similarity 184 member B"
"MAP4"	"4134"	"microtubule associated protein 4"
"GOPC"	"57120"	"golgi associated PDZ and coiled-coil motif containing"
"ROS1"	"6098"	"ROS proto-oncogene 1, receptor tyrosine kinase"
"USP28"	"57646"	"ubiquitin specific peptidase 28"
"HDAC9"	"9734"	"histone deacetylase 9"
"TSPAN17"	"26262"	"tetraspanin 17"
"NOP16"	"51491"	"NOP16 nucleolar protein"
"CC2D2A"	"57545"	"coiled-coil and C2 domain containing 2A"
"RRM2B"	"50484"	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"
"ZNF800"	"168850"	"zinc finger protein 800"
"TNFRSF17"	"608"	"TNF receptor superfamily member 17"
"SNX29"	"92017"	"sorting nexin 29"
"LMO3"	"55885"	"LIM domain only 3"
"MRPS10"	"55173"	"mitochondrial ribosomal protein S10"
"GUCA1A"	"2978"	"guanylate cyclase activator 1A"
"RSF1"	"51773"	"remodeling and spacing factor 1"
"VPS13D"	"55187"	"vacuolar protein sorting 13 homolog D"
"CELF2"	"10659"	"CUGBP Elav-like family member 2"
"FAM120A"	"23196"	"family with sequence similarity 120A"
"R3HDM1"	"23518"	"R3H domain containing 1"
"COL9A2"	"1298"	"collagen type IX alpha 2 chain"
"KITLG"	"4254"	"KIT ligand"
"ERCC8"	"1161"	"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"ADAMTS6"	"11174"	"ADAM metallopeptidase with thrombospondin type 1 motif 6"
"H6PD"	"9563"	"hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"
"VAMP3"	"9341"	"vesicle associated membrane protein 3"
"PER3"	"8863"	"period circadian regulator 3"
"UTS2"	"10911"	"urotensin 2"
"TNFRSF9"	"3604"	"TNF receptor superfamily member 9"
"EPN3"	"55040"	"epsin 3"
"LTBP1"	"4052"	"latent transforming growth factor beta binding protein 1"
"RCN1"	"5954"	"reticulocalbin 1"
"ELN"	"2006"	"elastin"
"RFC2"	"5982"	"replication factor C subunit 2"
"ARID1B"	"57492"	"AT-rich interaction domain 1B"
"CLPTM1L"	"81037"	"CLPTM1 like"
"NEDD4L"	"23327"	"NEDD4 like E3 ubiquitin protein ligase"
"FOXP3"	"50943"	"forkhead box P3"
"PPP1R3F"	"89801"	"protein phosphatase 1 regulatory subunit 3F"
"HEXB"	"3074"	"hexosaminidase subunit beta"
"PTCD2"	"79810"	"pentatricopeptide repeat domain 2"
"NEXMIF"	"340533"	"neurite extension and migration factor"
"JKAMP"	"51528"	"JNK1/MAPK8 associated membrane protein"
"DKK3"	"27122"	"dickkopf WNT signaling pathway inhibitor 3"
"ARHGEF5"	"7984"	"Rho guanine nucleotide exchange factor 5"
"NFE2L3"	"9603"	"NFE2 like bZIP transcription factor 3"
"MCUR1"	"63933"	"mitochondrial calcium uniporter regulator 1"
"LIMA1"	"51474"	"LIM domain and actin binding 1"
"LETMD1"	"25875"	"LETM1 domain containing 1"
"SLC4A8"	"9498"	"solute carrier family 4 member 8"
"LAMC3"	"10319"	"laminin subunit gamma 3"
"PTGER3"	"5733"	"prostaglandin E receptor 3"
"TNIP3"	"79931"	"TNFAIP3 interacting protein 3"
"MAPK9"	"5601"	"mitogen-activated protein kinase 9"
"COL23A1"	"91522"	"collagen type XXIII alpha 1 chain"
"BCAR1"	"9564"	"BCAR1 scaffold protein, Cas family member"
"FHIP1B"	"84067"	"FHF complex subunit HOOK interacting protein 1B"
"HERPUD1"	"9709"	"homocysteine inducible ER protein with ubiquitin like domain 1"
"HOMER3"	"9454"	"homer scaffold protein 3"
"RAD51"	"5888"	"RAD51 recombinase"
"POLQ"	"10721"	"DNA polymerase theta"
"PIK3CB"	"5291"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
"CYBA"	"1535"	"cytochrome b-245 alpha chain"
"THOC3"	"84321"	"THO complex subunit 3"
"HEBP2"	"23593"	"heme binding protein 2"
"MPHOSPH9"	"10198"	"M-phase phosphoprotein 9"
"PLEKHA5"	"54477"	"pleckstrin homology domain containing A5"
"PRSS8"	"5652"	"serine protease 8"
"SIKE1"	"80143"	"suppressor of IKBKE 1"
"RRP12"	"23223"	"ribosomal RNA processing 12 homolog"
"FNIP2"	"57600"	"folliculin interacting protein 2"
"MSMO1"	"6307"	"methylsterol monooxygenase 1"
"TTC17"	"55761"	"tetratricopeptide repeat domain 17"
"ALX4"	"60529"	"ALX homeobox 4"
"FSTL4"	"23105"	"follistatin like 4"
"FOXN3"	"1112"	"forkhead box N3"
"METTL24"	"728464"	"methyltransferase like 24"
"AKR7A2"	"8574"	"aldo-keto reductase family 7 member A2"
"MRTO4"	"51154"	"MRT4 homolog, ribosome maturation factor"
"NNAT"	"4826"	"neuronatin"
"USE1"	"55850"	"unconventional SNARE in the ER 1"
"MCF2L2"	"23101"	"MCF.2 cell line derived transforming sequence-like 2"
"NRIP2"	"83714"	"nuclear receptor interacting protein 2"
"LAMA3"	"3909"	"laminin subunit alpha 3"
"AP5M1"	"55745"	"adaptor related protein complex 5 subunit mu 1"
"ANAPC4"	"29945"	"anaphase promoting complex subunit 4"
"KCNQ1"	"3784"	"potassium voltage-gated channel subfamily Q member 1"
"TRAPPC3"	"27095"	"trafficking protein particle complex subunit 3"
"THRAP3"	"9967"	"thyroid hormone receptor associated protein 3"
"PHPT1"	"29085"	"phosphohistidine phosphatase 1"
"ENTPD2"	"954"	"ectonucleoside triphosphate diphosphohydrolase 2"
"LY75"	"4065"	"lymphocyte antigen 75"
"ARID4B"	"51742"	"AT-rich interaction domain 4B"
"OPN3"	"23596"	"opsin 3"
"SDCCAG8"	"10806"	"SHH signaling and ciliogenesis regulator SDCCAG8"
"PTPRN"	"5798"	"protein tyrosine phosphatase receptor type N"
"HHAT"	"55733"	"hedgehog acyltransferase"
"KIF1B"	"23095"	"kinesin family member 1B"
"FOXC1"	"2296"	"forkhead box C1"
"TBC1D22A"	"25771"	"TBC1 domain family member 22A"
"SYNE2"	"23224"	"spectrin repeat containing nuclear envelope protein 2"
"PLEKHH1"	"57475"	"pleckstrin homology, MyTH4 and FERM domain containing H1"
"ATP9A"	"10079"	"ATPase phospholipid transporting 9A (putative)"
"SPO11"	"23626"	"SPO11 initiator of meiotic double stranded breaks"
"CBLN4"	"140689"	"cerebellin 4 precursor"
"CHRDL2"	"25884"	"chordin like 2"
"FAM168A"	"23201"	"family with sequence similarity 168 member A"
"RELT"	"84957"	"RELT TNF receptor"
"GALC"	"2581"	"galactosylceramidase"
"NOP58"	"51602"	"NOP58 ribonucleoprotein"
"SZRD1"	"26099"	"SUZ RNA binding domain containing 1"
"KCNH2"	"3757"	"potassium voltage-gated channel subfamily H member 2"
"CUL1"	"8454"	"cullin 1"
"FAM114A2"	"10827"	"family with sequence similarity 114 member A2"
"CYFIP2"	"26999"	"cytoplasmic FMR1 interacting protein 2"
"TAB2"	"23118"	"TGF-beta activated kinase 1 (MAP3K7) binding protein 2"
"GINM1"	"116254"	"glycosylated integral membrane protein 1"
"EIF2AK2"	"5610"	"eukaryotic translation initiation factor 2 alpha kinase 2"
"USP36"	"57602"	"ubiquitin specific peptidase 36"
"KMT2C"	"58508"	"lysine methyltransferase 2C"
"MCOLN3"	"55283"	"mucolipin TRP cation channel 3"
"CCDC85A"	"114800"	"coiled-coil domain containing 85A"
"PUM2"	"23369"	"pumilio RNA binding family member 2"
"MRPL43"	"84545"	"mitochondrial ribosomal protein L43"
"ITIH4"	"3700"	"inter-alpha-trypsin inhibitor heavy chain 4"
"ITIH1"	"3697"	"inter-alpha-trypsin inhibitor heavy chain 1"
"HPF1"	"54969"	"histone PARylation factor 1"
"ZFR"	"51663"	"zinc finger RNA binding protein"
"ZNF280C"	"55609"	"zinc finger protein 280C"
"NPFFR2"	"10886"	"neuropeptide FF receptor 2"
"PHF21B"	"112885"	"PHD finger protein 21B"
"TRAF1"	"7185"	"TNF receptor associated factor 1"
"RC3H2"	"54542"	"ring finger and CCCH-type domains 2"
"IL17RB"	"55540"	"interleukin 17 receptor B"
"TRAF3IP2"	"10758"	"TRAF3 interacting protein 2"
"GYG2"	"8908"	"glycogenin 2"
"DCBLD2"	"131566"	"discoidin, CUB and LCCL domain containing 2"
"SERPINB3"	"6317"	"serpin family B member 3"
"SOAT1"	"6646"	"sterol O-acyltransferase 1"
"PKP2"	"5318"	"plakophilin 2"
"MSH4"	"4438"	"mutS homolog 4"
"F7"	"2155"	"coagulation factor VII"
"GDI2"	"2665"	"GDP dissociation inhibitor 2"
"PRDM1"	"639"	"PR/SET domain 1"
"ATG5"	"9474"	"autophagy related 5"
"TMCC3"	"57458"	"transmembrane and coiled-coil domain family 3"
"PITHD1"	"57095"	"PITH domain containing 1"
"MTA3"	"57504"	"metastasis associated 1 family member 3"
"USP13"	"8975"	"ubiquitin specific peptidase 13"
"ATP11B"	"23200"	"ATPase phospholipid transporting 11B (putative)"
"LAMC2"	"3918"	"laminin subunit gamma 2"
"CDK14"	"5218"	"cyclin dependent kinase 14"
"SEC61A1"	"29927"	"SEC61 translocon subunit alpha 1"
"PPP1R12A"	"4659"	"protein phosphatase 1 regulatory subunit 12A"
"RASGRF1"	"5923"	"Ras protein specific guanine nucleotide releasing factor 1"
"CAMK2B"	"816"	"calcium/calmodulin dependent protein kinase II beta"
"CROCC"	"9696"	"ciliary rootlet coiled-coil, rootletin"
"POLR3E"	"55718"	"RNA polymerase III subunit E"
"ATP2B4"	"493"	"ATPase plasma membrane Ca2+ transporting 4"
"ZC3H11A"	"9877"	"zinc finger CCCH-type containing 11A"
"RIOK2"	"55781"	"RIO kinase 2"
"YIPF1"	"54432"	"Yip1 domain family member 1"
"NDC1"	"55706"	"NDC1 transmembrane nucleoporin"
"DGKG"	"1608"	"diacylglycerol kinase gamma"
"FLYWCH1"	"84256"	"FLYWCH-type zinc finger 1"
"UNKL"	"64718"	"unk like zinc finger"
"TBXAS1"	"6916"	"thromboxane A synthase 1"
"PARP12"	"64761"	"poly(ADP-ribose) polymerase family member 12"
"ALDH18A1"	"5832"	"aldehyde dehydrogenase 18 family member A1"
"TARBP1"	"6894"	"TAR (HIV-1) RNA binding protein 1"
"GATB"	"5188"	"glutamyl-tRNA amidotransferase subunit B"
"MXD1"	"4084"	"MAX dimerization protein 1"
"CDK17"	"5128"	"cyclin dependent kinase 17"
"DNAJC25"	"548645"	"DnaJ heat shock protein family (Hsp40) member C25"
"SLC2A3"	"6515"	"solute carrier family 2 member 3"
"PSD"	"5662"	"pleckstrin and Sec7 domain containing"
"CTDP1"	"9150"	"CTD phosphatase subunit 1"
"YBX3"	"8531"	"Y-box binding protein 3"
"STYK1"	"55359"	"serine/threonine/tyrosine kinase 1"
"WNK1"	"65125"	"WNK lysine deficient protein kinase 1"
"RPS17P5"	"-"	"-"
"CCAR1"	"55749"	"cell division cycle and apoptosis regulator 1"
"OGFR"	"11054"	"opioid growth factor receptor"
"GNA15"	"2769"	"G protein subunit alpha 15"
"CREB3L3"	"84699"	"cAMP responsive element binding protein 3 like 3"
"PIGV"	"55650"	"phosphatidylinositol glycan anchor biosynthesis class V"
"PTPRU"	"10076"	"protein tyrosine phosphatase receptor type U"
"SNRNP40"	"9410"	"small nuclear ribonucleoprotein U5 subunit 40"
"RIMBP2"	"23504"	"RIMS binding protein 2"
"COL11A1"	"1301"	"collagen type XI alpha 1 chain"
"QSER1"	"79832"	"glutamine and serine rich 1"
"MPC1"	"51660"	"mitochondrial pyruvate carrier 1"
"ACAA1"	"30"	"acetyl-CoA acyltransferase 1"
"BCAT1"	"586"	"branched chain amino acid transaminase 1"
"HDAC7"	"51564"	"histone deacetylase 7"
"LZTS1"	"11178"	"leucine zipper tumor suppressor 1"
"PRDM6"	"93166"	"PR/SET domain 6"
"WNT8A"	"7478"	"Wnt family member 8A"
"SPAG4"	"6676"	"sperm associated antigen 4"
"NCKAP1"	"10787"	"NCK associated protein 1"
"MRPS35"	"60488"	"mitochondrial ribosomal protein S35"
"GUCY1B1"	"2983"	"guanylate cyclase 1 soluble subunit beta 1"
"SFSWAP"	"6433"	"splicing factor SWAP"
"TNK2"	"10188"	"tyrosine kinase non receptor 2"
"MON2"	"23041"	"MON2 homolog, regulator of endosome-to-Golgi trafficking"
"CDH3"	"1001"	"cadherin 3"
"ARSF"	"416"	"arylsulfatase F"
"GPBP1"	"65056"	"GC-rich promoter binding protein 1"
"DGAT2"	"84649"	"diacylglycerol O-acyltransferase 2"
"ZNF112"	"7771"	"zinc finger protein 112"
"CS"	"1431"	"citrate synthase"
"LTK"	"4058"	"leukocyte receptor tyrosine kinase"
"MRPS24"	"64951"	"mitochondrial ribosomal protein S24"
"ELMO2"	"63916"	"engulfment and cell motility 2"
"WAPL"	"23063"	"WAPL cohesin release factor"
"VMP1"	"81671"	"vacuole membrane protein 1"
"APPBP2"	"10513"	"amyloid beta precursor protein binding protein 2"
"POLD1"	"5424"	"DNA polymerase delta 1, catalytic subunit"
"SEZ6"	"124925"	"seizure related 6 homolog"
"EIF4B"	"1975"	"eukaryotic translation initiation factor 4B"
"SLC6A16"	"28968"	"solute carrier family 6 member 16"
"BICRA"	"29998"	"BRD4 interacting chromatin remodeling complex associated protein"
"SPHK2"	"56848"	"sphingosine kinase 2"
"RPL18"	"6141"	"ribosomal protein L18"
"CA11"	"770"	"carbonic anhydrase 11"
"ISOC2"	"79763"	"isochorismatase domain containing 2"
"U2AF2"	"11338"	"U2 small nuclear RNA auxiliary factor 2"
"EPN1"	"29924"	"epsin 1"
"MED29"	"55588"	"mediator complex subunit 29"
"AHRR"	"57491"	"aryl hydrocarbon receptor repressor"
"GSC2"	"2928"	"goosecoid homeobox 2"
"ZNF275"	"105373378"	"zinc finger protein 275"
"MTMR1"	"8776"	"myotubularin related protein 1"
"GPC1"	"2817"	"glypican 1"
"ADCK1"	"57143"	"aarF domain containing kinase 1"
"HAGH"	"3029"	"hydroxyacylglutathione hydrolase"
"RNF4"	"6047"	"ring finger protein 4"
"CASP8"	"841"	"caspase 8"
"LIMCH1"	"22998"	"LIM and calponin homology domains 1"
"INTS13"	"55726"	"integrator complex subunit 13"
"TM7SF3"	"51768"	"transmembrane 7 superfamily member 3"
"DLX3"	"1747"	"distal-less homeobox 3"
"SPA17"	"53340"	"sperm autoantigenic protein 17"
"TSPAN32"	"10077"	"tetraspanin 32"
"CCN5"	"8839"	"cellular communication network factor 5"
"DMRT3"	"58524"	"doublesex and mab-3 related transcription factor 3"
"ST3GAL6"	"10402"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 6"
"ATP2C2"	"9914"	"ATPase secretory pathway Ca2+ transporting 2"
"NGFR"	"4804"	"nerve growth factor receptor"
"CDON"	"50937"	"cell adhesion associated, oncogene regulated"
"TAF2"	"6873"	"TATA-box binding protein associated factor 2"
"HIPK2"	"28996"	"homeodomain interacting protein kinase 2"
"TNPO3"	"23534"	"transportin 3"
"BORCS8-MEF2B"	"100271849"	"myocyte enhancer factor 2B"
"RFXANK"	"8625"	"regulatory factor X associated ankyrin containing protein"
